1121,-16529.09,26235.54,221.16,118.63,-0.63
1137,-16536.06,26228.15,221.05,118.65,-0.63
1153,-16515.73,26198.84,221.12,118.49,-0.63
1170,-16456.09,26153.94,221.22,118.23,-0.63
1186,-16601.00,26312.56,221.24,118.93,-0.63
1201,-16528.66,26268.97,220.83,118.96,-0.63
1217,-16629.60,26315.93,221.81,118.64,-0.63
1233,-16590.94,26269.10,220.71,119.02,-0.63
1248,-16505.17,26220.62,220.93,118.68,-0.63
1265,-16630.68,26308.13,221.87,118.57,-0.63
1280,-16478.38,26132.62,220.74,118.38,-0.63
1297,-16580.70,26256.86,220.88,118.87,-0.63
1313,-16491.93,26210.35,220.83,118.69,-0.63
1329,-16455.49,26053.86,220.68,118.06,-0.63
1345,-16768.75,26386.05,221.73,119.00,-0.64
1361,-16592.50,26241.21,220.91,118.79,-0.63
1378,-16683.10,26279.20,221.49,118.65,-0.63
1393,-16663.06,26331.68,221.62,118.81,-0.63
1410,-16495.84,26229.67,220.78,118.80,-0.63
1425,-16497.50,26210.15,220.79,118.71,-0.63
1442,-16551.85,26210.95,221.06,118.57,-0.63
1458,-16609.13,26288.11,220.86,119.03,-0.63
1474,-16577.84,26257.07,221.23,118.68,-0.63
1492,-16670.07,26294.58,221.42,118.75,-0.63
1508,-16688.55,26279.53,221.57,118.61,-0.64
1524,-16628.80,26264.57,221.28,118.70,-0.63
1541,-16612.17,26215.46,221.04,118.60,-0.63
1557,-16685.13,26262.37,220.83,118.92,-0.64
1574,-16655.33,26276.75,221.24,118.77,-0.63
1589,-16693.00,26301.87,221.30,118.85,-0.63
1605,-16644.79,26284.34,221.61,118.60,-0.63
1622,-16672.54,26139.66,221.29,118.12,-0.64
1639,-18470.69,26141.71,221.47,118.02,-0.70
1655,-15511.04,28781.81,221.50,129.95,-0.55
1672,-7610.55,16724.18,221.33,75.50,-0.27
1688,3.43,720.95,221.26,3.26,0.01
1705,-3.71,284.85,221.44,1.29,-0.02
1722,-6725.39,13404.03,238.95,50.31,-0.13
1738,-7036.01,11989.91,228.62,51.28,-0.19
1754,-21932.84,32795.91,216.97,151.14,-0.67
1770,-2886.41,4999.44,239.89,24.18,-0.47
1787,-10.83,350.40,229.85,1.52,0.02
1803,31.44,362.69,222.33,1.63,0.07
1819,18.92,328.11,221.17,1.48,0.06
1836,-11148.00,15378.67,211.31,76.15,-0.34
1852,-2368.07,5930.00,239.69,29.63,0.27
1868,-3416.77,3952.40,231.22,17.13,-0.50
1885,-47.19,490.50,223.48,2.20,-0.10
68,210.81,1164.49,224.47,5.19,0.18
85,52.30,573.62,221.55,2.59,0.08
102,5.52,234.32,221.67,1.06,0.02
118,-1046.04,1130.86,220.10,5.18,-0.42
136,-1386.09,1431.50,219.37,6.56,-0.56
152,3.14,109.07,221.15,0.49,0.03
168,1.03,103.78,221.68,0.47,0.02
184,-3.39,94.52,221.62,0.43,-0.03
201,-0.03,101.22,221.87,0.46,0.00
217,4.59,108.51,221.99,0.49,0.05
235,4.74,99.77,222.07,0.45,0.05
252,2.27,106.08,221.66,0.48,0.03
269,-3.03,109.37,222.09,0.49,-0.03
286,2.76,106.63,221.91,0.48,0.03
302,3.12,114.79,221.84,0.52,0.03
318,0.96,98.65,222.07,0.44,0.01
335,1.55,97.93,221.86,0.44,0.01
350,-6.05,107.45,222.34,0.48,-0.05
366,1.43,103.90,222.38,0.47,0.01
383,3.48,86.45,221.84,0.39,0.04
399,3.06,103.61,221.51,0.47,0.04
416,1.79,98.17,221.51,0.44,0.02
432,-2.45,99.11,221.42,0.45,-0.03
449,1.68,99.35,221.25,0.45,0.02
465,3.19,94.59,221.42,0.43,0.04
482,-0.65,99.34,221.42,0.45,-0.01
499,-3.10,94.15,221.47,0.43,-0.04
515,-8.85,99.85,221.68,0.45,-0.09
532,-1.08,94.63,221.08,0.43,-0.01
548,-5.01,105.61,221.43,0.48,-0.05
563,-1.34,96.99,221.35,0.44,-0.01
580,4.29,93.52,221.20,0.42,0.04
596,1.71,93.60,220.26,0.42,0.02
613,5.33,100.11,220.61,0.45,0.06
629,-0.47,98.08,220.13,0.45,0.00
647,3.83,98.22,220.71,0.45,0.04
663,-0.57,109.22,220.75,0.49,0.00
681,-2.56,91.34,220.74,0.41,-0.03
698,1.59,101.62,220.56,0.46,0.01
714,-6.80,89.48,220.79,0.41,-0.07
730,5.47,92.02,220.87,0.42,0.06
746,3.28,56.44,127.17,0.46,0.05
764,0.03,0.97,1.93,0.50,0.04
779,-0.88,52.21,111.64,0.47,0.04
796,-8.58,96.80,220.99,0.44,-0.09
812,0.82,89.18,221.00,0.40,0.01
828,0.51,88.11,221.36,0.40,0.01
845,5.86,97.98,221.25,0.44,0.06
861,-5.43,94.36,221.06,0.43,-0.05
877,0.41,24.61,64.44,0.46,0.07
893,3.27,98.09,223.96,0.41,0.04
908,0.05,2.26,5.21,0.43,-0.01
924,-5.30,108.63,229.74,0.44,-0.04
940,0.78,157.05,341.75,0.46,0.01
956,12.50,158.67,341.96,0.46,0.08
971,-1.00,166.22,342.09,0.49,-0.01
987,2.19,149.31,342.19,0.44,0.02
95,5.82,111.90,220.69,0.51,0.05
111,3.04,106.18,220.40,0.48,0.03
127,-2.85,93.23,220.46,0.42,-0.02
144,-3.58,96.80,220.43,0.44,-0.04
160,0.61,103.54,220.30,0.47,0.01
175,1.17,97.55,220.45,0.44,0.01
191,-6.19,100.71,220.35,0.46,-0.06
207,1.64,88.10,220.83,0.40,0.02
222,3.19,95.04,220.46,0.43,0.03
239,4.41,101.21,220.76,0.46,0.04
256,-0.53,102.65,220.54,0.47,-0.00
272,-6.61,101.38,220.61,0.46,-0.07
287,-1464.10,1513.28,219.73,6.91,-0.58
304,6.61,96.09,220.42,0.44,0.06
322,-1.44,98.52,220.78,0.45,-0.02
337,0.67,96.74,220.55,0.44,0.00
353,-1.81,89.27,220.48,0.40,-0.02
368,-1.30,112.05,220.65,0.51,-0.01
383,-1.40,112.27,220.38,0.51,-0.02
398,-1.23,101.57,220.62,0.46,-0.01
414,-0.46,97.13,220.82,0.44,-0.01
432,-3.63,101.10,220.60,0.46,-0.03
447,2.16,100.10,220.63,0.45,0.02
463,3.53,93.82,220.85,0.42,0.03
478,-0.78,96.07,220.51,0.44,-0.00
494,0.88,107.85,220.50,0.49,0.01
510,-0.98,104.31,220.73,0.47,-0.01
525,6.08,106.59,221.08,0.48,0.06
541,-0.61,97.83,220.50,0.44,-0.01
559,2.87,104.20,220.56,0.47,0.03
575,5.49,105.65,220.61,0.48,0.06
590,-3.89,103.17,220.73,0.47,-0.03
608,-28.23,222.15,220.47,1.01,-0.07
623,-241.72,1047.45,220.71,4.74,-0.22
639,-344.75,1252.40,220.95,5.67,-0.27
655,-243.65,1055.13,220.62,4.78,-0.23
670,-153.08,702.08,220.78,3.18,-0.18
688,-191.75,749.77,220.92,3.39,-0.12
704,8.88,128.97,220.75,0.58,0.07
719,-30.79,336.62,220.75,1.52,-0.03
735,-460.71,1572.69,220.40,7.13,-0.20
750,-45.28,747.24,220.70,3.39,0.01
766,-2.63,99.34,220.70,0.45,-0.02
781,-1.01,52.86,111.38,0.45,-0.06
